x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47
0.17149976,0.46406713,-0.45200804,-0.5935995,-0.2567867,0.34057817,2.2806785,-0.4495984,0.0013707333,-0.32205874,-0.19803604,0.30138695,-0.042873003,-1.1243174,-0.66759235,0.85923624,2.5485709,2.4608257,1.6311558,-0.39744425,-0.118889764,1.0924965,0.59739804,-1.7357533,0.16349277,1.4147742,-0.2833983,-1.1984394,0.081659906,0.7424242,0.61003107,-1.6231287,0.03568765,-0.13429506,-0.6182532,-0.61850125,0.03452728,0.30060974,1.137336,1.9506159,-0.0418751,2.1147213,1.5335594,0.0008830616,0.8479156,0.21588907,-1.1203641,0.8694471
0.3000369,-0.23773251,0.35958683,0.6384108,-1.5810065,0.07134811,-0.30088955,0.09125373,-1.4821606,-1.5274316,0.3819847,0.6877075,-1.0316393,1.612826,0.5846235,-0.24435829,0.28582034,2.3813426,1.952115,-0.89035934,0.40625453,1.5831445,-1.1186419,-0.26126787,-0.41743687,0.05189475,-0.45035318,-0.38121632,-0.7099917,1.6195555,0.39550903,-0.019810598,-1.0416937,-0.14007118,-0.44818428,-0.07136702,-0.72974217,-1.0208527,-0.83600307,-1.2727287,-0.8385407,-0.4685759,0.5312625,-1.0582113,-0.47166163,-1.3968388,-0.2935634,-1.510961
2.7579372,1.0719101,1.4985029,0.3462372,-1.0960333,-0.8602666,-0.57389593,1.269998,0.03510846,-0.007770854,0.88672274,0.8713558,0.44464964,0.3575655,1.1962507,-0.8747777,-0.39990136,0.40249455,-0.31456304,-0.013045903,1.0089197,1.0157634,-0.25643665,-0.1302746,0.40630022,-0.38484326,0.52985406,2.5412426,1.482367,1.710535,2.648287,0.72609437,-0.42395967,-0.15401052,1.1747159,-0.031593762,-0.90108156,0.065124474,-0.45604494,-0.7291527,0.8883956,0.31176996,0.76254493,1.0880423,-0.65180135,-0.14372098,-0.08390265,-0.24057324
1.4374065,1.0772878,-0.90613186,0.4971252,-0.45555297,-0.10227082,0.15393552,-1.0987415,-1.6770258,-2.407157,-1.396292,-1.0254446,-1.4410297,0.34428912,-1.0828059,0.16243196,0.34168148,0.9980619,2.1588528,-0.82786477,-0.72703254,0.97976965,-0.8854754,1.1938572,0.15311925,-0.554486,2.9309077,0.5249412,-0.14277662,2.221305,0.5563117,0.24655367,-0.59188455,0.19276366,0.16320972,0.5515147,1.147831,-0.2453362,0.5542788,0.3613615,0.575789,-0.45855093,0.04699051,-0.5657665,-0.041745685,-0.93368655,0.45523182,0.6841669
-0.4503184,1.0501628,-1.123192,-0.18604685,-1.4927458,-1.9017855,0.32166272,-2.142795,-1.5144833,-2.4103408,-1.3096058,-1.2850888,-1.3800384,0.6397022,-0.84963614,-0.9651851,0.68991506,0.2373372,1.4764953,-1.1496427,-1.3903686,0.5952437,-1.117435,0.81768984,-0.6805128,-0.13587405,-3.1472359,0.5104449,2.1113927,0.49185514,0.21001913,0.1919928,0.987053,-0.8566946,-0.597096,0.07915885,-1.1735125,-1.1077825,0.31475446,-0.38038054,0.24833734,0.89354926,0.28896967,-0.5367083,-0.24432212,-1.1969827,0.018027084,0.20590118
-0.52712506,1.103229,-1.6370385,-0.4890732,-1.1948185,-1.2473847,0.74286526,-2.734357,-3.4197805,-2.6372876,-2.1878703,-1.9501274,-1.7223303,-1.9276494,0.7418062,0.10007238,0.62559235,0.5523039,2.1877866,-0.42746553,-1.4578995,0.9275967,-0.9880717,2.51102,-1.9189187,0.49828094,-0.69570094,0.35358155,0.4353586,1.0759462,1.068463,0.92645603,-0.93906754,-0.59965676,-1.5771852,-0.14432341,-0.7222453,-0.51193625,0.7999269,-1.1513996,0.89067554,0.9090397,1.7274188,-1.1912225,0.7206882,0.12288182,1.3534377,0.23497339
0.7039732,1.4492247,-1.835922,-1.5330861,-0.6134862,-0.63640803,1.1872395,-2.4341962,-1.7820637,-2.178888,-1.9137247,-2.539869,-1.5242513,-1.1014619,0.012485957,-0.30712685,1.9920563,1.8362308,3.0436902,0.49932802,-1.8453215,-0.42834568,-1.5448551,1.1586425,-1.2561393,1.3913388,0.560513,1.1966822,1.6129565,-0.7633631,-0.40929437,-0.1640749,-0.6822611,0.55291724,-0.20057774,-0.8218255,-1.3749431,-1.4396737,-0.38655782,-1.2964596,0.35139114,1.8072995,2.2062955,0.27750212,1.4487433,-0.10769462,-0.17184861,-0.50794053
0.0076280567,1.765694,-1.0329345,-0.29237363,0.59079736,-0.06597363,1.7911173,-1.1979513,-1.6602232,-1.700441,-0.72733635,-1.8026295,-0.025813377,0.5881653,0.7662979,0.69637376,1.9065796,1.5707927,2.4603965,0.3525223,-1.9643416,0.2227897,-0.46141267,0.52778417,-1.4088187,0.6773721,-0.76022136,0.5578873,1.4170874,-1.207338,0.06884772,0.17757618,0.015866537,-0.5504123,-0.20214279,0.026631799,1.6308497,0.15409529,0.7705773,-0.6677764,-0.97799766,0.9350079,2.1087697,-0.2513414,-0.2434691,-0.81491876,0.0021734782,-0.87172526
0.48433778,1.680734,-0.8738662,0.08332098,-0.28173074,-0.07212702,1.0945526,-2.4444828,-1.4640979,-2.6039376,-1.6957399,-1.9479303,-1.5019802,-0.0046215183,-1.0204868,0.5532718,1.825259,1.0245316,1.6873393,-0.5323986,-2.2037907,-0.21354844,-0.22020069,1.6224219,-1.9998761,0.31059778,0.17505977,0.15937926,1.2441747,-1.3688468,-1.1119914,0.4041885,-1.1157215,-0.05018751,-0.7625084,-0.593924,0.16296045,-0.5511526,0.18479133,0.50347656,0.46880862,1.3940117,-0.09749433,-0.20117247,0.19794951,-0.18316928,0.40968466,1.2546464
-0.7681541,0.41343608,-2.3658774,-1.8213587,-0.56342727,0.15593769,0.90129805,-0.53932524,-1.7542069,-1.3505098,-2.0323722,-2.283171,-0.78588295,-0.81733656,-0.30077118,1.3733099,1.939677,1.0445136,1.35707,-0.9036882,-2.736395,-0.5598049,-0.106588155,-0.01735688,0.3809873,0.16199268,-0.6051507,-1.433974,0.754698,-0.8135118,-0.5603012,-0.32308275,0.027440911,1.245051,0.22140643,-0.79682183,0.080702,0.6136321,-0.554723,-0.32452595,-0.24263746,1.3745658,0.61859334,-0.4250562,-0.10073247,-0.20147082,0.24333367,-0.7390484
