x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47
5.7064495,1.2764264,4.53547,4.741213,3.2321928,2.0578232,1.7808193,0.5864058,1.1947923,-0.9917683,1.1289339,1.6094695,0.05774002,-0.80271465,1.9457343,2.436836,2.0399947,3.2222698,1.8607922,1.6712271,2.3383937,5.2366443,-0.05093312,1.217705,0.9136193,0.9938983,0.5396467,-0.30956116,-0.16005124,1.8291775,3.7382605,1.1406616,0.41081,0.9822323,2.3819914,1.9167295,1.4816496,1.6433597,0.08484256,-0.19318673,0.3322883,-1.7097849,-0.41569877,1.3917308,-0.2918761,-0.5527578,2.1069667,1.2504592
0.9344069,0.05531613,-0.13122144,1.1113405,-0.054165933,0.32256475,-0.5660601,-0.02181355,-1.0323745,-0.33108816,0.35649464,0.44018453,-0.034404382,-0.8399276,0.2873651,1.2288711,-1.7180328,0.8303425,0.9947975,0.038468145,0.7473378,2.3702166,-0.619995,2.0755804,0.24204277,-0.59195,-1.0979937,0.42572087,-0.3964049,0.8215397,1.416516,0.8164594,-1.5936826,0.19664878,0.48573983,0.24572484,-3.1646464,-1.3684607,0.4098041,0.112505816,-1.0020223,-1.2420892,-2.0039995,-1.3006905,-1.0946031,-1.154907,2.148704,1.7059939
0.34096682,-0.63823557,0.31866384,-0.0120012835,0.87299174,1.0546169,-2.454089,-0.2250689,-1.1995382,-2.0714278,-0.6339417,-0.8845785,-1.4917408,0.1680529,-0.53323567,0.21903524,-2.2029848,-0.730789,-0.63058406,0.3462133,0.13738088,-0.25697827,-1.4967514,-1.1092372,0.2408305,-2.0345316,0.14697048,1.2183825,-0.8289108,0.024744678,-0.41688105,-0.712015,0.19748604,0.09310378,-0.094052084,-1.3992507,-0.54475456,-0.20778412,-0.52314997,-1.2533166,-1.0065631,-2.4287314,-1.474097,-1.2090877,-0.148411,-0.8244299,-1.0605755,0.74228173
-1.1753653,-1.7876762,-0.43557984,0.5271876,0.12835337,0.82292956,-2.2602444,-1.9245523,-1.6324766,-1.8342156,-1.112541,-0.7517566,-1.7866315,-1.0595199,0.3545243,0.70572203,-3.8271194,-1.593762,-0.22437446,0.8477239,0.015446452,-2.9330447,-2.2495868,-2.8915744,-0.5115088,-2.1235614,0.37160394,0.38128567,-1.469163,-2.1772034,-1.1131017,-3.0321367,-1.6925651,-2.5265014,-0.87590903,-2.6802735,-1.7899473,-0.22576727,-1.7895067,-2.499693,-1.0097864,-2.9189298,-2.2798944,-0.9695839,-1.016451,-2.5605357,-2.2627141,-0.5420097
0.34853676,-1.951033,0.032908384,0.9957264,0.44943905,0.60506356,-1.1369663,-1.5513754,-1.8869553,-0.90203893,-0.4097819,-0.10113087,-1.1640719,0.25755826,-1.164349,-0.18923156,-2.5779665,-1.0178173,-0.5270874,0.966245,-0.22116187,-1.2018574,-1.3071778,-1.4995095,0.26843402,-0.644333,-0.9301652,1.3823727,0.9546519,0.19992715,-0.45197588,-1.2447597,1.4697663,-0.4376998,-1.6761355,-1.557695,-1.871031,-0.6851247,-0.73233145,-0.65878,0.6754239,-2.3919423,-2.5966322,-2.069592,-2.2861257,-2.1261086,-1.40546,0.101336665
-0.34928307,-0.10124908,1.0178051,0.9514139,0.45638254,0.2827784,-0.81559247,-1.8210847,-1.429843,-0.8755775,-0.19519489,-0.5497002,-1.3860743,1.0790775,-1.3207648,-0.94458765,-0.43629947,0.07153046,-0.3389812,0.64353997,0.69872063,0.12431372,0.06550633,-0.5391597,-1.3100125,-1.1468654,1.3554676,1.7178226,2.0255718,-0.24363042,0.8816273,0.071405016,-0.103712685,-0.8539391,-1.0685934,0.0034427962,-0.16151223,0.45465893,0.14923026,0.022647275,-0.27656588,-1.1964366,-1.4669055,-1.0934676,-2.000449,-1.6186162,-0.18598267,0.36689848
-0.8072107,-1.3887566,-0.11391364,-0.059083242,0.27335763,0.18051642,-0.9786599,-0.9461427,-0.41914454,-0.43684828,0.21532653,-0.5764973,-0.29423448,-0.97589964,0.90837103,1.1689148,-1.2887212,-0.016390823,-0.16855243,-0.75858825,-0.68683326,0.34077144,0.45961657,-0.0154588595,0.44873336,-0.2441093,-0.9895563,0.053347737,-0.21966985,-0.36366057,0.11568993,0.73262674,0.13905768,1.2134202,-2.311134,-0.9210047,1.1119959,-0.31787726,0.063052826,0.78397924,0.44577923,-0.75808316,-0.5855584,-1.6721306,-2.1331074,-1.4279811,-1.449665,-0.27890262
-0.84378093,-0.9097672,-0.78991896,-0.6614282,0.42641768,-1.047866,-2.1128206,-0.55733883,0.5131204,-0.36306414,0.014790604,0.40387323,0.34606928,0.18493547,0.7419965,0.654547,-1.7598722,-0.88661516,-0.5900199,-0.6368615,-1.5775312,-0.037958387,0.5837569,-0.4145752,-0.80902076,-1.4272332,0.21009555,0.56055444,-0.23724909,-0.7764412,-0.3074817,-0.6050157,-0.07106154,-0.35626557,0.35445878,-0.6269294,0.32864615,0.09645075,1.8500468,-0.6125266,0.870088,-1.5196065,-1.1943718,-1.2784667,-1.124956,-0.49547514,0.09574878,-0.94911736
-0.9970987,0.041822214,-0.8699823,-0.48868576,0.8135339,-0.83443403,-0.95391923,-1.2058786,-0.2090727,0.07681929,-0.34075907,-1.3100811,0.040024333,-0.20482995,-0.23048663,0.015323453,-1.2345659,-0.74861497,0.16763893,0.6483485,-0.45513648,0.5592219,-0.22917467,-0.55034274,0.77950054,-2.11856,-0.4301687,-1.5835832,-0.46304578,-1.2963257,-0.39900258,-0.6712678,-0.7429414,-1.8858303,-1.6740291,-0.12049786,0.58227867,0.5918222,0.12104101,-0.44742066,0.42632687,-0.40269753,-1.1141713,-0.5847815,-1.0959243,-0.8050019,0.19096111,-0.2692439
-0.37934956,1.3215104,-1.0362314,-0.9053095,-0.5736803,0.083047934,0.124298565,-0.16293494,-0.7603552,0.29214415,-0.64560986,-0.48614687,0.9900531,-0.37173355,-0.7817322,0.55609304,-0.5892445,-0.7325263,-0.65981597,-0.26990032,-1.3921738,0.3861317,-0.36033356,-0.12772746,0.49653578,1.5998602,0.096807085,-0.71631116,-0.6895965,-0.7900241,-1.3680831,-0.4735075,-1.2081391,0.27053207,-1.1346992,0.53934616,1.7809801,1.2160571,-0.2518187,0.20747826,0.73137057,0.3850517,0.720086,0.7959077,0.7222036,1.0528797,0.73571205,-0.11582477
