x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47
2.4877667,1.879509,2.0751848,1.4740121,1.4168084,1.6462839,0.95521456,1.129343,0.62756944,1.2839624,-0.118741326,0.15002666,1.4078921,0.56961304,1.2808945,2.063278,0.7207644,1.6152406,1.970152,2.6024725,0.84658974,1.5957743,1.73861,0.726026,0.40615,0.9505428,-0.29462352,2.8412137,1.7356987,-0.37075332,-0.078982644,0.7184598,1.7209203,1.7318501,1.0701222,0.21027152,0.26946637,1.5809189,1.4321815,2.0700321,2.090333,1.2289968,1.5363294,2.3206978,1.6975353,1.9026234,1.288931,1.0669881
1.3043438,0.79091316,0.3015582,0.6419526,1.5945798,0.93328494,-0.20281185,0.7086479,0.5876293,0.69608384,-0.6236328,0.46090025,0.8078219,1.2397202,1.0109106,0.5052848,-0.06548624,0.544455,1.1736164,1.4295958,0.15038128,0.18206403,0.8025752,0.43741655,-0.7066819,-0.41773283,-0.5718359,0.45819297,0.5738932,-1.0250567,-0.60512763,-0.15211727,1.742955,0.16513227,0.6951337,0.31413046,-0.18045455,-1.4912089,0.500264,0.4233761,1.5691472,-0.34964353,-0.19527832,-0.48594695,-0.7650603,0.12596253,0.057105377,0.2990989
0.4669813,0.3167046,-0.1344015,0.86992407,1.7500207,1.0463933,0.68545735,0.31603748,1.3985499,2.4212618,0.5290372,0.422398,1.0833273,0.52753294,1.2256587,0.8452701,0.2831217,0.3116175,0.7490645,1.8732944,0.5509052,0.4261159,0.7641523,0.77518535,-0.3049394,0.71188307,0.36037907,0.4032992,0.9320221,-0.679519,-0.12612863,1.3198888,0.50432974,-0.9971448,-0.93905,0.81182224,-0.37638888,2.0152524,0.8140019,0.53044087,1.0523187,0.8127994,0.23869537,-0.46239394,0.5258824,0.0325016,0.8156566,0.3223776
0.65603006,0.54044294,0.3692097,0.8857905,1.9258033,1.4710277,0.66161644,0.83961403,1.0658652,2.2751846,-0.15703721,0.4331794,1.6704996,0.615332,0.41310924,1.145088,-0.25586143,0.2447073,0.36762208,1.4352958,0.56585014,0.79336363,0.91503173,1.2643785,-0.8145331,-0.02505867,-1.3834496,0.43178913,0.112599865,0.12862757,0.13131574,1.0525955,1.4187254,0.3113049,-0.64926535,1.1381975,0.3186011,0.84368724,0.57939714,0.46804312,1.3852808,0.9183245,0.11308119,1.586036,0.65603656,0.67829615,1.3131737,0.2080665
-0.7987812,-1.0452533,0.18841752,0.32145578,1.4208164,0.3374982,-0.450704,1.2009712,-0.04342395,0.44115987,-0.21863577,0.10734784,0.75993747,0.25111237,-1.1217419,1.0785341,-0.7286191,0.15033251,0.30130962,0.36885467,-0.35787466,0.26514086,-0.26734257,-0.052576777,-0.17547679,0.25571892,-0.07797155,-0.28153163,-1.0372403,-0.47252765,0.15888931,0.3997289,1.1293976,-1.0193977,0.4775073,0.6326386,0.122528225,-1.052832,0.15892215,-0.976931,-0.036883313,-0.70150334,-0.7150362,-0.2447531,-0.29295057,-0.8698641,-0.32755423,-1.1479563
-0.68850684,0.0606975,-0.05807287,-0.066197455,1.1606534,0.6158562,0.28720978,-0.014354428,0.8016385,0.19956635,0.04422693,-0.7522313,0.4146419,1.1193899,1.1871696,2.158696,-0.007130792,0.90516406,0.8287916,0.8877323,-0.30079472,0.17432724,-0.07719414,-0.24067064,-0.75244635,1.442006,-0.33431435,-1.0533223,0.25335714,-0.090999536,0.0576042,-0.21373631,0.482254,-0.6209475,0.14056362,0.3778289,1.3282372,0.37536392,0.65068823,-0.06319823,1.1161383,0.14080974,0.6981287,0.44057417,0.06968685,-0.018283494,-0.23907177,-0.6186334
-0.97752535,-0.06293012,0.39366344,0.44612086,-0.11966959,0.2650346,0.62032306,0.3338965,0.73415095,0.12931654,-0.023874713,-0.6634936,0.5258153,-0.06473435,-0.055735376,0.44600123,0.73956937,1.111482,0.5452076,0.20344564,0.105321534,0.68957216,0.4772499,0.16805041,0.64873815,0.92179763,-0.16280068,-0.7372213,-0.25445843,0.19822639,0.28623596,0.132814,0.120738216,-0.8406848,0.06840538,0.10600019,0.5552312,0.08226952,1.3248171,-0.52003455,0.03769756,0.1946804,1.2368064,0.13760398,0.39147568,1.0586573,-0.46127084,-0.6225844
-0.78652304,0.45878857,-0.080648415,-0.059513777,-0.9837557,-0.6156313,-0.07883286,-0.72497064,-0.63182473,-0.001031855,-0.5603483,-0.9629641,-0.08031223,1.3587921,-1.2741199,0.21161592,0.30782536,0.7454358,0.3186802,-0.6940846,-0.45214018,0.23949717,-0.13876031,-0.19442694,0.03459878,0.059128825,-0.7892152,-0.641202,-0.20284644,0.016692553,-0.5336421,-0.35591808,-1.3653244,-0.6115539,-1.0507424,-0.3282469,-0.39618886,-0.3435528,0.7164187,-0.7316226,0.518479,-0.011695745,0.43557036,0.53460044,-0.028323263,-0.06317485,0.2874098,-0.25571835
-0.17244415,0.9925336,1.2951076,0.42894673,-0.95030487,-0.083088584,-0.07889872,-0.70956004,-0.059499525,-0.47643813,-0.82185614,-0.8115193,-0.7657076,-0.32572377,0.85139835,0.08078697,0.4047148,0.6306015,0.27293345,-0.020825144,-0.1586733,-0.046077546,0.00069678784,-0.16045614,-1.4896281,0.13011232,-0.82515067,0.30736926,0.6050866,0.5188276,0.14948112,-0.17723043,-0.90399504,-0.9937418,-1.1814374,-0.02550476,0.55821633,1.6042742,0.42284185,-0.0143686915,0.40738893,0.40968022,0.6505121,0.012503826,-0.1930467,-0.18819094,-0.54060346,-0.019741489
0.9041719,0.52627325,0.86050016,0.8213366,0.6031395,0.06661703,0.62108046,0.06461893,0.04698248,0.5329392,0.20867041,0.48632884,0.10806642,-0.4369158,-0.7824735,-0.3642919,0.44046116,0.39815322,0.56480974,0.3833466,0.35462856,0.3693067,0.33348763,0.33829772,-0.23449305,1.0517895,-0.12221926,0.9879088,-0.008721057,0.40138423,0.6510556,0.34759116,0.3602003,-0.115231894,-0.20660609,0.33530512,-0.54603654,-0.5151445,0.6383121,0.01947178,0.6535564,0.1649473,0.2188132,0.05441021,-0.25892943,0.08634111,0.23661515,0.27875677
0.10758834,-0.34629428,1.2356073,0.26612654,0.273453,-0.1918964,-0.19734558,-0.14215206,-0.24068566,0.14722061,-0.9061552,0.3072215,-0.18874417,1.3737581,-1.7596512,-0.9991216,-0.24511135,-0.5545179,-0.66621834,0.2710249,0.6925767,-0.09942393,-0.29730445,0.1516278,-1.7035528,0.02505867,-1.974166,0.63223183,-0.4551618,-0.44239917,0.11709844,0.041009966,-0.00846853,0.22831535,-0.29848176,0.22232601,-1.2571613,1.3685985,-0.44505617,-0.13990463,0.58511543,-0.45648515,0.5644435,-0.80018294,0.34353375,0.55048376,-0.20107508,-0.24271753
0.25268367,-0.20694901,1.1969923,0.08316818,0.4467343,-0.07333495,-0.34477028,-0.3966431,-0.35204506,0.014111315,-0.49820775,-0.12100428,0.023942234,-0.3666547,0.24552342,-0.7347328,-0.72758716,-1.1324141,-0.6917797,-0.2908442,0.83354104,-0.41076714,-0.78704673,0.090032816,-1.0038642,-0.008264543,1.4503034,0.7222015,0.77748376,0.066398025,0.27327868,-0.57809484,-0.72895133,-1.2037876,-0.40959832,0.24810041,0.32411787,-0.7529618,-0.86028415,-0.069201864,-0.035166785,-0.5805961,-0.25238758,-0.7908979,-0.3440321,-0.26936963,0.4519445,-0.07709726
-0.15539996,-0.8006474,0.74657065,0.1082465,1.0256445,-1.0541513,0.17469019,-0.2790232,-0.28211883,0.045178518,0.388077,0.5574278,-0.0692941,0.062107764,0.1957233,-0.13927478,-0.11432369,-1.0087956,-1.091531,-0.45833945,0.54724133,-0.17357852,-0.729512,-0.2337273,0.71136856,0.53194255,1.2087742,0.49106365,-0.113969035,0.8290634,0.42378885,-0.006037,0.09315383,1.5820706,0.9542799,0.48532006,0.0082122125,-1.0410343,-0.08874318,-0.0076446244,0.21377356,-0.28271666,0.49666047,-0.0032188066,0.2662719,0.23684654,-0.013754129,-0.10408664
0.13723253,-0.31176308,0.44501245,-0.10804308,0.23587354,0.109510526,0.10395795,0.2867045,0.44070956,-0.023147019,0.5899433,0.91307825,0.24038838,-0.34925357,-0.64668226,0.2760357,-0.34774545,-1.0570254,-1.6598402,-0.25373894,0.83376604,-0.40000427,-0.5069629,0.004434513,0.03295332,0.70978683,1.0858871,-0.04443354,0.6743788,0.77567333,0.5920234,-0.2589665,-0.4489965,0.47345757,-0.5616985,0.16141912,1.2525387,-1.0103679,-0.31661808,-0.11120727,-0.48619512,0.0015360266,0.38007966,0.1984518,-0.041230697,0.2879973,-0.43199733,-0.017352222
-0.3952883,-1.0103946,-0.082338765,-0.0964193,-0.51854813,-1.078184,-0.62931275,0.40408435,-1.1309886,-0.92415166,0.60014945,-0.02618619,-0.73521197,0.054747857,-1.4598712,-0.4143158,-0.9343802,-1.5510824,-1.575726,-0.9675683,0.17255762,-0.558078,-0.852719,-0.05543819,0.20040847,-0.8668131,-0.82209295,-1.0421469,-0.7687329,-0.105198435,0.39680326,-0.15230651,-0.80237263,-0.5241734,0.8314878,-0.1403079,-1.8676738,-0.620917,-0.638968,-0.7142921,-0.7320105,-1.2766355,-0.9325589,-0.717082,0.020947587,-0.45603338,-0.7892075,-0.19948381
-0.86358815,-1.4634974,-0.46927837,-0.43359622,-0.477051,-0.7224153,-0.50730956,0.19064026,-0.2640027,-1.197928,-0.23320748,0.010120924,-0.9073245,0.53946203,-0.16276968,-0.22310008,-0.53537923,-1.1145676,-1.24708,-1.3836241,-0.66008353,-0.8416873,-1.0775574,-0.2262822,-0.890577,-0.4152029,-0.39301935,-1.7289745,-0.67485505,0.4784454,0.32445675,0.022312298,0.36270794,-0.38932323,0.16238584,-0.34900916,0.3812255,-0.095064126,-1.1647257,-0.7311623,-0.09575137,-0.7396626,-0.37393346,-1.1959105,-0.13806137,-0.6848137,-0.4609325,-0.52996355
-0.7911626,-0.06159055,-0.14123802,0.16755685,0.53798574,-0.8120813,0.31503507,0.16980472,0.14336126,-0.20137906,0.78973216,0.7313678,-0.75529003,-1.4758118,-0.38041544,-0.9007919,-0.037502114,-0.7042389,-1.1108541,-1.052508,-0.26730523,-0.020808209,-0.38442782,-0.033835195,0.51278186,0.23569606,0.7048017,-0.15916805,0.76272047,0.9741044,0.5139857,0.49024606,0.8601313,-0.47842878,0.8652238,0.19041334,-0.5064114,-0.5315209,0.14038646,0.008925399,-0.3974419,-0.22809994,-0.29547656,1.3560461,-0.325161,-0.12067106,0.86630416,-0.0658717
-1.5491159,-1.0948174,-0.9003548,-1.0542482,-1.1784937,-1.4199265,-0.71934164,-0.8520002,-0.53201187,-0.5635323,-0.4850812,-0.8276817,-1.2264847,-1.8615092,0.111930385,-0.631502,-0.9234452,-1.2006308,-1.514105,-1.3956945,-1.476912,-0.6498588,-1.0175343,-0.7879872,-0.15978612,-0.8331285,1.4285433,-1.0218523,-0.314345,-0.14167269,-0.1773067,0.033458985,-1.8659953,0.7664144,-0.9895846,-0.6648685,-1.81107,0.53659815,-1.0202899,-0.48157132,-0.54825413,-0.68706465,-1.1330867,-0.61355406,-1.1469343,-0.6412344,-0.46917027,-0.76468575
