x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47
-0.48476154,-0.54675335,2.0904,0.76172084,0.40404743,3.086333,0.12378859,0.79230666,0.42375556,0.9705516,0.50488603,0.103821434,-0.11673915,1.0536205,-0.14423338,0.8250381,-0.20293376,0.92848396,0.38106143,0.121832535,0.10138713,0.29446897,-0.3578594,-0.6538432,-0.073393114,1.0102216,-0.040301476,-1.6707616,-1.2866675,-1.6994675,-0.56094486,-0.50633436,-0.37249163,-0.4113799,-0.88799846,-0.8335733,-2.1234407,-0.5566611,-0.7811594,-1.2592125,-1.0701375,-1.5382609,-0.68703645,0.47617537,-1.536278,0.16382673,-0.40122554,-0.9555068
-1.0475519,-0.36384374,0.5941428,-0.35268167,-0.7396729,2.1820931,-0.5211433,0.25632697,-0.23147559,0.4288942,-0.57848376,-0.026029645,-0.8451846,1.386558,0.6205578,-0.5700477,-0.467955,-0.09874412,-0.38003832,-0.20855981,-0.452354,-1.2058749,-1.0971773,-0.8223705,-0.63109165,-0.28293926,-0.29228064,-1.9081038,-1.1012126,-1.3980197,-1.4880056,-0.9121633,-0.42340094,0.67210877,-1.4081134,-1.5134456,-0.12775335,0.13244696,-1.1989251,-1.6874102,-1.1127678,-1.2303486,-1.1593133,-1.4790419,-1.2766178,-1.0826334,-0.96879894,-1.3571211
-1.3551298,-1.9802314,0.49036756,-0.9424378,-0.6838189,1.0446271,-1.1414504,-0.026102629,-0.5683042,0.08592656,-0.20514718,-0.19478652,-1.3211097,-0.10083698,-2.152573,-1.416598,-1.0228264,-0.46774426,-1.2101502,-1.1796849,-0.9066938,-1.4055263,-0.890917,-1.6955416,-1.029731,0.26725104,-1.921114,-2.305667,-2.1354997,-1.8655394,-1.8362535,-1.4908267,-0.0908417,-0.5082067,0.08009885,-1.7882868,0.28909075,-0.24788089,-1.0290899,-1.2526575,-1.1123604,-1.8862888,-1.7878006,-0.9642017,-1.5647372,-1.3787578,-1.5014769,-1.6067168
-1.5798584,-1.4638124,-1.2537863,-1.294092,-1.1300827,-0.4084057,-1.0283653,-0.1958338,0.24514997,-0.36470425,0.5584959,-0.09837383,-1.4696211,-0.2854508,-1.3628539,-1.9369339,-0.6175523,-0.8586088,-1.6163099,-1.8106862,-1.4603422,-1.3946484,-0.8273406,-1.0596238,-0.42490974,-0.6801626,-0.0633677,-1.3463341,-1.5447892,-1.0450966,-1.5337285,-1.0927839,-0.86627114,-0.8789503,-1.3526174,-1.9502745,1.0869083,-1.5895452,-1.5655922,-1.2967668,-1.3895081,-2.0244157,-1.2651187,-0.9981828,-2.4262128,-1.1220304,-0.9401026,-1.3811765
-1.4392081,-2.7105973,-0.35290483,-1.7440389,-1.2124766,-1.4104294,-1.4482111,-0.037551902,-0.15325636,0.256959,0.9620658,0.4300834,-1.4268614,0.13172741,-0.75505894,-0.9644494,-1.2989125,-1.2702316,-2.273196,-2.0051432,-0.84724975,-0.9413202,-0.26158038,-1.4807422,0.36626136,-1.5794363,1.3647989,-1.6273186,-2.08359,-1.2817208,-1.1799866,-1.4629768,0.00022586201,-1.4754022,-0.80597526,-1.6891317,-1.7625068,-0.4029984,-1.0342928,-0.74905837,-1.3682948,-1.7840488,-1.1136435,-1.2632102,-1.8582557,-0.918919,-1.1343998,-1.2167407
-0.103644535,-1.116408,-0.2564787,-0.6375136,0.5149198,-0.65585697,-1.5595473,0.23231767,0.30730826,0.017117312,1.0098779,1.2701832,-0.9745051,0.693602,-0.4287304,-1.0878929,-1.146764,-1.3696563,-1.8667326,-1.4166976,0.015923515,-0.5091349,-0.2728219,-0.20895366,0.6076237,-1.2578692,-1.5514442,-0.57552,-1.8810132,-0.5629854,-0.48546758,-0.6815465,0.4447223,-0.89450437,0.59810317,-0.8588944,-1.1806554,-1.4811025,-0.6383896,-0.41721433,-1.5739847,-1.663139,-1.6680267,-0.49148417,-0.85571057,-1.403655,-0.4032919,0.14697109
-1.2012936,-2.6097176,-1.6190218,-1.7578905,-0.6482207,-1.0487477,-2.099824,-0.96836054,-0.95378864,-0.7057374,0.53909045,0.65078074,-1.3276342,0.59240067,0.620387,-0.9357039,-1.9828832,-1.8518634,-2.4485958,-2.1646657,-1.1561251,-1.4681507,-0.774293,-0.85873896,-1.2354674,-1.7948252,0.6647167,-1.8655434,-1.5048717,-0.86916196,-1.1841456,-1.2166166,-1.0359839,1.3795218,-1.0256419,-1.165427,0.12300556,-0.015800688,-0.9249284,-0.4716633,-2.8818486,-2.1360664,-2.1622744,-2.556095,-1.4532237,-1.9041275,-0.8980378,-0.6667709
-0.7651642,-1.888626,-0.6600874,-1.3170764,-0.5974474,-0.2680543,-1.3641579,0.42806605,-0.24310742,-0.12233016,0.48383915,1.0092529,-1.1752548,-0.033523988,0.52105856,-0.67133075,-1.4367627,-1.5368011,-1.984982,-1.2410764,-0.59132284,-0.8458322,-0.6234873,-0.7482693,-0.40854108,-1.7322103,0.30815986,-0.2570709,-0.96287733,0.30085337,-0.52104974,-0.6257068,1.8149368,-0.24388117,-0.2424692,-0.7055483,-0.34351552,-0.9470917,-0.42476037,-0.059989437,-2.1499777,-1.9149333,-0.98913455,-0.25022155,-1.4499971,-1.0078576,-0.6680204,-0.83386016
-0.55461407,-0.8885662,-0.065007485,-0.78915757,-1.0704516,0.5229227,-0.42257416,0.97647756,0.38369992,0.9740923,0.86329126,0.575267,-0.46502262,1.2170997,-0.14120272,-0.34856245,-0.28103995,-0.9107599,-0.8987883,-0.28219151,0.30141467,-0.4548029,-0.34758607,0.110599004,0.3676841,-0.716557,0.563163,0.094771765,0.09369565,0.09614121,0.26070458,-0.14890084,-0.06428033,0.16784577,-0.48042756,0.23200653,-1.2046273,0.16374525,0.23263189,0.20648071,-1.4684786,-0.6886613,-0.701218,-0.17757557,-0.6636812,0.07752966,-0.12045109,-0.46991524
-0.82835287,-1.6743777,-0.5222301,-1.315326,-1.3580112,0.030671634,-0.9501535,-0.051863488,0.5863647,0.50118554,0.6484811,-0.46976176,-1.2926103,1.2092818,-0.16788098,-1.0975828,-1.1168921,-0.68709683,-1.3547128,-0.8094166,-0.86569726,-0.8208974,-0.8324773,-0.79587054,0.47841328,-1.6737034,-0.37080884,-0.38925034,-1.1716032,0.36994642,-0.822625,-0.8644361,-0.6090595,1.6537857,0.9160362,-0.516199,0.09466448,-0.7423293,-0.81435806,-0.7824183,-2.0697339,-1.6384844,-0.82397497,-0.17348903,-1.5515294,-0.1448869,-0.9230962,-0.86653966
